Task_Setting;Pipeline_Configuration;Original_Sentence;Preprocessed_Text;True_Label;Predicted_Label
Multiclass;FFNN (TF-IDF | (1, 3));The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .;nokian tyre prove high safety excellently important driving quality stability mark [NUMBER] handle [NUMBER] brake wet road [NUMBER] .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Prices and delivery volumes of broadband products decreased significantly in 2005 .;price delivery volume broadband product decrease significantly [DATE] .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Kiosk and cinema operations have suffered , in particular .;kiosk cinema operation suffer particular;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok .;russia raisio food division home market stretch way vladivostok;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .;q22010 consolidated earnings tax total eur [NUMBER] 5mn compare eur [NUMBER] 9mn net profit eur [NUMBER] 2mn compare eur [NUMBER] 9mn previous;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .;net sale healthcare trade business [DATE] eur [MONEY] [NUMBER] 2mn operating profit eur [MONEY] [NUMBER] 9mn;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .;look forward take future development say tomas bill president nordstjernan;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .;combine renew content functionality current system funding online service well maintenance;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The reduction notice applied to 17 people .;reduction notice apply [NUMBER] people;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .;consolidated operating profit exclude [NUMBER] -off item eur [NUMBER] 6mn up eur [NUMBER] 6mn earlier;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .;world second large stainless steel maker say net profit [NUMBER] -month dec31 surge eur [MONEY] 781mn eur [MONEY] [NUMBER] share eur 172mn eur [NUMBER] share previous;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .;profit tax eur [NUMBER] 1mn compare eur [NUMBER] 4mn previous;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));In addition , a good biological durability is achieved . '';addition good biological durability achieve;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+�meri , the Northernmost part of the Gulf of Bothnia .;swedish authority trace toxic osmium tetroxide find coast meri northernmost gulf bothnia;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));About Nokia Nokia is a pioneer in mobile telecommunications and the world 's leading maker of mobile devices .;pioneer mobile telecommunication world lead maker mobile device;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . '';speak just-drinks spokesperson olvi say perform well [NUMBER] country operate namely estonia latvia lithuania;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .;eb announce stock exchange release november [NUMBER] jt bergqvist resign chairmanship membership board eb;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Satama 's net sales would be higher than the year before .;satama net sale high;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));It is also 7.7 pct above the 12-month volume weighted average price of the stock .;[PERCENT] [NUMBER] -month volume weight average price stock;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .;[DATE] kone receive order aker yard supply [NUMBER] customised elevator genesis cruise ship schedule complete [DATE] .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .;m-real press release [NUMBER] november [TIME] m-real second best material sector eg forest industry carbon disclosure leadership index cdli nordic report [DATE] .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .;price kesko share [MONEY] usd [NUMBER] 5mn recognize gain [MONEY] usd [NUMBER] 2mn disposal result second [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));` This order is included in Wartsila 's order book in the second quarter , ' the company added .;order wartsila order book second add;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .;operating profit grain trading increase eur [NUMBER] 0mn eur [NUMBER] 4mn [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));As a result , the number of personnel in Finland will be reduced by 158 .;result number personnel reduce [NUMBER] .;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .;price raw material aluminium go up [DATE] but consider outlook [DATE] favourable;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .;borrower happy roadshow pay hit ratio high;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The company 's profit totaled Ls 134,700 .;profit total ls [NUMBER] .;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .;via takeover panostaja expand business area specialise digital printing since previously consist subsidiary kopijyva sokonet;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));DMASIA-16 August 2006-Benefon extends manufacturing capability with ASMobile -� 2006 Digitalmediaasia.com & DMA Ltd. .;dmasia- [DATE] [DATE] [NUMBER] -benefon extend manufacture capability asmobile [DATE] digitalmediaasiacom dma ltd;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .;estonian telecom elisa customer number cross [NUMBER] tallinn oct [NUMBER] bns estonian telecommunication elisa win approximately [NUMBER] new client 9months bring number [NUMBER] september say;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .;samsung mobile application store launch [DATE] samsung mobile innovator program enable mobile software developer create application across samsung mobile device;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .;kemira ceo lasse kurkilahti say structural reorganisation continue least;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . '';however rapidly increase cost strengthening eur challenge whole industry impact result;negative;positive
Multiclass;FFNN (TF-IDF | (1, 3));Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .;term off-take agreement talvivaara cameco up-front investment maximum usd 60mn cover construction cost uranium extraction circuit;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));In the end of 2006 , the number of outlets will rise to 60-70 .;[DATE] number outlet rise [NUMBER] [NUMBER] .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .;metal component supplier componenta say net profit go up [MONEY] usd [NUMBER] 5mn [DATE] [MONEY] usd [NUMBER] 8mn [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .;global banking news [DATE] [DATE] [NUMBER] tieto pohjola bank pink pojlf cooperate swift service;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .;production capacity increase [NUMBER] [NUMBER] tonne raw material continue recycle paper board;positive;neutral
