"";"sentence";"sentiment";"prep_standard";"prep_full";"prep_masked"
591;"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera";2;"adp news dec 11 2008 construction engineering outotec ote1v say win eur 28 million usd 36 8 order expand phosphate concentrator siilinjarvi norwegian minera";"adp news 2008-2012-11 construction engineering outotec ote1v say win eur28mn usd36.8m order expand phosphate concentrator siilinjarvi norwegian minera";"adp news [DATE] [DATE] [NUMBER] construction engineering outotec ote1v say win [MONEY] [MONEY] [MEASUREMENT] order expand phosphate concentrator siilinjarvi norwegian minera"
592;"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .";2;"mr priit kasak balti metsamasina owner say rakvere wish increase valmet market share 27 third couple";"mr priit kasak balti metsamasina owner say rakvere-based wish increase valmet market share 27pct third couple";"mr priit kasak balti metsamasina owner say rakvere-based wish increase valmet market share [PERCENT] third couple"
593;"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .";1;"ponsse plan create network strong partnership participates production large entity presently";"ponsse plan create network strong partnership participates production large entity presently";"ponsse plan create network strong partnership participates production large entity presently"
594;"The bank sees a potential for Getinge share to rise .";2;"bank see potential getinge share rise";"bank see potential getinge share rise";"bank see potential getinge share rise"
595;"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 .";2;"record revenue e658 1 million fiscal december 2007 increase 23 over 2006";"record revenue e658.1mn fiscal 2007:12 increase 23pct over 2006";"record revenue e658.1mn fiscal [DATE] increase [PERCENT] over [DATE]"
596;"The cooperation will double The Switch 's converter capacity .";2;"cooperation double switch converter capacity";"cooperation double switch converter capacity";"cooperation double switch converter capacity"
597;"The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .";2;"robust growth result inclusion clothing chain lindex december 2007";"robust growth result inclusion clothing chain lindex 2007:12";"robust growth result inclusion clothing chain lindex [DATE]"
598;"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .";2;"six brewery record 5 2 percent growth domestic beer sale last 270 21 million liter 256 88 million liter sell 2005";"6 brewery record 5.2pct growth domestic beer sale last 270.21mn liter 256.88mn liter sell 2005";"[NUMBER] brewery record [PERCENT] growth domestic beer sale last [NUMBER] 21mn liter [NUMBER] 88mn liter sell [DATE]"
599;"This truly takes efficiency to new heights , '' Mr. Metso adds .";2;"truly take efficiency new height mr metso add";"truly take efficiency new height mr metso add";"truly take efficiency new height mr metso add"
600;"We hope to increase traffic volumes with the opening of Freight One Scandinavia . ''";2;"hope increase traffic volume opening freight one scandinavia";"hope increase traffic volume opening freight 1 scandinavia";"hope increase traffic volume opening freight [NUMBER] scandinavia"
601;"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .";2;"january 11 2010 ephc board director approve increase quarterly dividend 0 03 0 05 share";"2010-2001-11 ephc board director approve increase quarterly dividend usd0.03 usd0.05 share";"[DATE] [DATE] [NUMBER] ephc board director approve increase quarterly dividend [MONEY] [MONEY] share"
602;"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .";2;"cargotec kalmar business area container handle solution award order ten e one rubber tyred gantry rtg crane saigon newport snp vietnam";"cargotec kalmar business area container handle solution award order 10 e-1 rubber-tyred gantry rtg crane saigon newport snp vietnam";"cargotec kalmar business area container handle solution award order [NUMBER] e- [NUMBER] rubber-tyred gantry rtg crane saigon newport snp vietnam"
603;"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .";2;"bilfinger investor cheer agreement push share up 7 euro 3 30 euro 50 29 afternoon trade";"bilfinger investor cheer agreement push share up 7pct eur 3.30 eur 50.29 afternoon trade";"bilfinger investor cheer agreement push share up [PERCENT] eur [NUMBER] eur [NUMBER] afternoon trade"
604;"Kesko pursues a strategy of healthy , focused growth concentrating on sales and services to consumer-customers .";2;"kesko pursue strategy healthy focused growth concentrate sale service consumer customer";"kesko pursue strategy healthy focused growth concentrate sale service consumer-customers";"kesko pursue strategy healthy focused growth concentrate sale service consumer-customers"
605;"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .";2;"london afx share rautaruukki corp upgrade hold sell abn amro price target raise 25 75 eur 14 5 say dealer";"london afx share rautaruukki corp upgrade hold sell abn amro price target raise eur25.75 14.5 say dealer";"london afx share rautaruukki corp upgrade hold sell abn amro price target raise [MONEY] [NUMBER] say dealer"
606;"LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .";2;"london marketwatch nok say win five service contract run hutchison essar network operation nine location india";"london marketwatch -- nok say win 5-year service contract run hutchison essar network operation 9 location india";"london marketwatch -- nok say win [NUMBER] -year service contract run hutchison essar network operation [NUMBER] location india"
607;"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .";2;"progress qpr representative saudi arabia north africa sign framework agreement long term strategic relationship ise";"progress qpr representative saudi arabia north africa sign framework agreement long term strategic relationship ise";"progress qpr representative saudi arabia north africa sign framework agreement long term strategic relationship ise"
